,author,count
2934,"MacLaurin, C. (Charles)",1
2935,"Mason, Charlotte M. (Charlotte Maria)",1
2936,"Groome, Francis Hindes",1
2937,"Wright, Henry Clarke",1
2938,"Urquhart, David",1
2939,"Association for Promoting the Discovery of the Interior Parts of Africa ; Burckhardt, John Lewis",1
2940,"Andrews, Mary Raymond Shipman",1
2941,"Fuseli, Henry",1
2942,"Brown, Sterling A.",1
2943,"Pallme, Ignaz",1
2944,"Warman, Cy",1
2945,"Doflein, Franz",1
2946,"Kropotkin, Petr Alekseevich, kniaz",1
2947,"Hansen, G. Armauer (Gerhard Armauer) ; Looft, Carl",1
2948,"Theal, George McCall",1
2949,"Gonzalez, Ambrose Elliott",1
2950,"Walrond, Eric",1
2951,"Van Vorst, Marie",1
2952,"Wroth, Warwick William ; Wroth, Arthur Edgar",1
2953,"Farnell, Lewis Richard",1
2954,"Price, Eleanor C. (Eleanor Catherine)",1
2955,"Dodge, Louis",1
2956,"Carpenter, Frank G. (Frank George)",1
2957,"Dahlinger, Charles W. (Charles William)",1
2958,"Sleight, Charles Lee",1
2959,"Jackson-Wrigley, M. (Maurice)",1
2960,"Savage, Richard",1
2961,"Abbott, G. F. (George Frederick)",1
2962,"Querido, Is. (Israël)",1
2963,"Dumont, Henrietta",1
2964,"Whyte-Melville, G. J. (George John)",1
2965,"Kroeber, A. L. (Alfred Louis)",1
2966,"Rivers, W. H. R. (William Halse Rivers)",1
2967,"Praed, Winthrop Mackworth",1
2968,"Morel, E. D. (Edmund Dene)",1
2969,"Underwood, Edna Worthley",1
2970,"West, Clarence J. (Clarence Jay) ; Fries, Amos A. (Amos Alfred)",1
2971,"Basedow, Herbert",1
2972,"Lubbock, Basil",1
2973,"Guttenberg, Violet",1
2974,"Roberts, William James",1
2975,"Bland, J. O. P. (John Otway Percy) ; Backhouse, E. (Edmund), Sir",1
2976,"Parsons, Frances Theodora",1
2977,"McLaren, Barbara",1
2978,"King, W. J. Harding",1
2979,"Bowers, Claude G. (Claude Gernade)",1
2980,"Rohrer, Robert H.",1
2981,"Vogüé, Eugène-Melchior, vicomte de",1
2982,"Phillips, George S. (George Searle)",1
2983,"Wetmore, Alexander",1
2984,"Young, Robert F.",1
2985,"Warden, Florence",1
2986,"Butterfield, Herbert",1
2987,"L'Engle, Madeleine",1
2988,"Liguori, Alfonso Maria de', Saint",1
2989,"Lee, C. (Catherine), active 1867-1892 ; Lee, M. (Mary), active 1867-1892",1
2990,"MacDonald, Philip",1
2991,"Forsyth, J. S.",1
2992,"Tuttle, W. C. (Wilbur C.)",1
2993,"Van Dyke, John C.",1
2994,"Peterkin, Julia",1
2995,"Scidmore, Eliza Ruhamah",1
2996,"Van Dine, S. S.",1
2997,"Tooley, Sarah A.",1
2998,"Miles, Eustace",1
2999,"Freeman, R. Austin (Richard Austin)",1
3000,"Lévy, Arthur",1
3001,"Ludlow, James M. (James Meeker)",1
3002,"Charteris, Leslie",1
3003,"Turner, George Frederic",1
3004,"Evarts, Hal G. (Hal George)",1
3005,"Borthwick, John David",1
3006,"Ozanne, Charles Eugene ; Munro, William Bennett",1
3007,"Huntington, Harry Woodworth",1
3008,"Fairchild, Henry Pratt",1
3009,"Koester, Frank",1
3010,"Friedländer, M. (Michael)",1
3011,M. H. (Matilda Horsburgh),1
3012,"Horniman, Roy",1
3013,"Wittenmyer, Annie",1
3014,Imbert de Saint-Amand,1
3015,"Knox, Ronald Arbuthnott",1
3016,"Nordenskiöld, Erland",1
3017,"Schmidt, Ferdinand",1
3018,"Masson, Flora",1
3019,"Dutton, Charles J. (Charles Judson)",1
3020,"Hamilton, A. (Angus)",1
3021,"Dobrée, Bonamy",1
3022,"Gowen, Vincent H. (Vincent Herbert)",1
3023,"Bougainville, Louis-Antoine de, comte",1
3024,"Stokes, H. F. Scott (Henry Folliott Scott)",1
3025,"Vidal, Gore",1
3026,"Mauriac, François",1
3027,"London, Charmian",1
3028,"Pick, Harry",1
3029,"Chekhov, Anton Pavlovich",1
3030,"Rubin, Victor",1
3031,"Winthrop, Theodore",1
3032,"Aiken, Ednah",1
3033,"Kernahan, Coulson",1
3034,"Follett, Mary Parker",1
3035,"Andersson, Charles John",1
3036,"Geister, Edna",1
3037,"Figgis, Darrell",1
3038,Karl Baedeker (Firm),1
3039,"Onerva, L.",1
3040,"Thorne, Eglanton",1
3041,"Bettòli, Parmenio",1
3042,"Wylie, J. A. (James Aitken)",1
3043,"Bellew, H. W. (Henry Walter)",1
3044,"Cramp, Walter S. (Walter Samuel)",1
3045,"Norwood, Gilbert",1
3046,"Frank, Waldo David",1
3047,"Keith, Arthur Berriedale",1
3048,"Morton, H. V. (Henry Vollam)",1
3049,"Fleuron, Svend",1
3050,"Buchan, William",1
3051,"French, James Strange",1
3052,"Very, Edward W. (Edward Wilson)",1
3053,"Queirós, Eça de",1
3054,"Jaloux, Edmond",1
3055,"Staats, William",1
3056,"Bergman, Torbern",1
3057,"Reynolds, Earle L. ; Reynolds, Barbara (Barbara Leonard)",1
3058,"Benét, Stephen Vincent",1
3059,"Dickson, Walter G.",1
3060,"Jane, Fred T. (Frederick Thomas)",1
3061,"Liddell Hart, Basil Henry, Sir",1
3062,"Drane, Augusta Theodosia",1
3063,"Spadoni, Adriana",1
3064,"Winslow, Helen M. (Helen Maria)",1
3065,"Jevons, William Stanley",1
3066,"Wharton, Edith ; Wood, John Seymour ; Perry, Bliss ; Trumbull, Annie Eliot ; Hibbard, George A. (George Abiah)",1
3067,"Belgrave, Charles Dalrymple, Sir",1
3068,"Grant, Gordon",1
3069,"Clay, Bertha M.",1
3070,"Dunbar, Paul Laurence",1
3071,"Jamieson, Leland",1
3072,"Abbott, John Loraine",1
3073,"Fothergill, Jessie",1
3074,"Thomason, John W., Jr. (John William)",1
3075,British Medical Association,1
3076,"Guernsey, Lucy Ellen",1
3077,"Carl, Katharine A. (Katharine Augusta)",1
3078,"Reich, Emil",1
3079,"Hackett, Walter ; Megrue, Roi Cooper",1
3080,"Fuller, J. F. C. (John Frederick Charles)",1
3081,"Derham, W. (William)",1
3082,"Barbaro, Giosofat ; Contarini, Ambrogio",1
3083,"Neveux, Pol (Pol Louis)",1
3084,"Allonby, Edith",1
3085,"Andrews, Leonora de Lima",1
3086,"Stuart, Henry Longan",1
3087,"Fowler, H. W. (Henry Watson) ; Fowler, F. G. (Francis George)",1
3088,"Wodehouse, P. G. (Pelham Grenville) ; Molnár, Ferenc",1
3089,"Herter, Albert ; Metchnikoff, Élie",1
3090,"Nathan, George Jean ; Mencken, H. L. (Henry Louis)",1
3091,"Dunham, Curtis",1
3092,"Heyer, Georgette",1
3093,"La Farge, John",1
