,Etext Number,Title,Authors,LoCC,Bookshelves,Subjects,rights,Published Year,Normalised Authors,Author Gender,Author Nationality,Author Birth,Author Death,Author Info Source,Author Info Found,Number of books by author
62,133,The Damnation of Theron Ware,"Frederic, Harold",PS,"Bestsellers, American, 1895-1923; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction",Belief and doubt -- Fiction ; Psychological fiction ; New York (State) -- Fiction ; Clergy -- Fiction ; PS ; Methodists -- Fiction,Public domain in the USA.,1896,Harold Frederic,male,American,1856.0,1898.0,Wikipedia,True,11
63,136,A Child's Garden of Verses,"Stevenson, Robert Louis",PR; PZ,Browsing: Children & Young Adult Reading; Browsing: Literature; Browsing: Poetry,"Children's poetry, English ; PR ; PZ",Public domain in the USA.,1885,Robert Louis Stevenson,male,Scottish,1850.0,1894.0,Wikipedia,True,31
64,137,"Sara Crewe; Or, What Happened at Miss Minchin's Boarding School","Burnett, Frances Hodgson",PZ,School Stories; Browsing: Children & Young Adult Reading; Browsing: Teaching & Education; Browsing: Fiction,Girls -- Juvenile fiction ; Orphans -- Juvenile fiction ; Schools -- Juvenile fiction ; London (England) -- Juvenile fiction ; PZ ; Boarding schools -- Juvenile fiction,Public domain in the USA.,1888,Frances Hodgson Burnett,female,British-American,1849.0,1924.0,"Wikipedia, OpenLibrary",True,16
65,139,The Lost World,"Doyle, Arthur Conan",PR,Science Fiction; Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction,"South America -- Fiction ; Prehistoric peoples -- Fiction ; Challenger, Professor (Fictitious character) -- Fiction ; Dinosaurs -- Fiction ; Fantasy fiction ; PR",Public domain in the USA.,1900,Arthur Conan Doyle,male,British,1859.0,1930.0,Wikipedia,True,55
66,140,The Jungle,"Sinclair, Upton",PS,"Contemporary Reviews; Bestsellers, American, 1895-1923; Banned Books from Anne Haight's list; Banned Books List from the American Library Association; Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Literature; Browsing: Fiction",Meat industry and trade -- Fiction ; Chicago (Ill.) -- Fiction ; Lithuanian Americans -- Fiction ; Political fiction ; Working class -- Fiction ; PS ; Immigrants -- Fiction ; Stockyards -- Fiction,Public domain in the USA.,1905,Upton Sinclair,male,American,1878.0,1968.0,Wikipedia,True,13
67,141,Mansfield Park,"Austen, Jane",PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,Country homes -- Fiction ; Cousins -- Fiction ; Love stories ; Young women -- Fiction ; Adoptees -- Fiction ; Uncles -- Fiction ; Children of the rich -- Fiction ; England -- Fiction ; PR ; Domestic fiction,Public domain in the USA.,1814,Jane Austen,female,English,1775.0,1817.0,Wikipedia,True,1
68,142,"The $30,000 Bequest, and Other Stories","Twain, Mark",PS,Browsing: Culture/Civilization/Society; Browsing: Humour; Browsing: Literature; Browsing: Fiction,"Short stories, American ; Humorous stories, American ; PS ; United States -- Social life and customs -- Fiction",Public domain in the USA.,1903,Mark Twain,male,American,1835.0,1910.0,Wikipedia,True,100
69,143,The Mayor of Casterbridge,"Hardy, Thomas",PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,Runaway husbands -- Fiction ; Fathers and daughters -- Fiction ; Psychological fiction ; Wessex (England) -- Fiction ; Mayors -- Fiction ; Men -- England -- Fiction ; PR ; Atonement -- Fiction,Public domain in the USA.,1886,Thomas Hardy,male,English,1840.0,1928.0,Wikipedia,True,19
70,144,The Voyage Out,"Woolf, Virginia",PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,Ocean travel -- Fiction ; Love stories ; British -- South America -- Fiction ; Young women -- Fiction ; Women travelers -- Fiction ; Bildungsromans ; PR,Public domain in the USA.,1915,Virginia Woolf,female,English,1882.0,1941.0,Wikipedia,True,2
71,145,Middlemarch,"Eliot, George",PR,Historical Fiction; Best Books Ever Listings; Browsing: Culture/Civilization/Society; Browsing: History - British; Browsing: Literature; Browsing: Fiction,City and town life -- Fiction ; Love stories ; Young women -- Fiction ; Married people -- Fiction ; England -- Fiction ; Didactic fiction ; Bildungsromans ; PR ; Domestic fiction,Public domain in the USA.,1871,George Eliot,female,English,1819.0,1880.0,Wikipedia,True,9
72,146,"A Little Princess
Being the whole story of Sara Crewe now told for the first time","Burnett, Frances Hodgson",PZ,Children's Literature; School Stories; Browsing: Children & Young Adult Reading; Browsing: Literature; Browsing: Fiction,Girls -- Juvenile fiction ; London (England) -- Juvenile fiction ; Orphans -- Juvenile fiction ; Schools -- Juvenile fiction ; PZ ; Boarding schools -- Juvenile fiction,Public domain in the USA.,1905,Frances Hodgson Burnett,female,British-American,1849.0,1924.0,"Wikipedia, OpenLibrary",True,16
73,149,The Lost Continent,"Burroughs, Edgar Rice",PS,Science Fiction; Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction,Science fiction ; England -- Fiction ; Fantasy fiction ; PS,Public domain in the USA.,1916,Edgar Rice Burroughs,male,American,1875.0,1950.0,Wikipedia,True,20
74,151,The Rime of the Ancient Mariner,"Coleridge, Samuel Taylor",PR,Browsing: Literature; Browsing: Poetry,Poetry ; PR,Public domain in the USA.,1912,Samuel Taylor Coleridge,male,English,1773.0,1834.0,Wikipedia,True,2
75,153,Jude the Obscure,"Hardy, Thomas",PR,Banned Books from Anne Haight's list; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,Stonemasons -- Fiction ; Illegitimate children -- Fiction ; Love stories ; Adultery -- Fiction ; Wessex (England) -- Fiction ; Children -- Death -- Fiction ; Unmarried couples -- Fiction ; Didactic fiction ; PR,Public domain in the USA.,1894,Thomas Hardy,male,English,1840.0,1928.0,Wikipedia,True,19
76,154,The Rise of Silas Lapham,"Howells, William Dean",PS,Contemporary Reviews; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,Rich people -- Fiction ; Psychological fiction ; PS ; Socialites -- Fiction ; Boston (Mass.) -- Fiction ; Businessmen -- Fiction ; Domestic fiction,Public domain in the USA.,1884,William Dean Howells,male,American,1837.0,1920.0,Wikipedia,True,48
77,155,The Moonstone,"Collins, Wilkie",PR,Detective Fiction; Mystery Fiction; Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction,Country homes -- Fiction ; Jewelry theft -- Fiction ; Mystery fiction ; England -- Fiction ; Police -- England -- Fiction ; East Indians -- England -- Fiction ; PR,Public domain in the USA.,1868,Wilkie Collins,female,English,1824.0,1889.0,Wikipedia,True,15
78,157,Daddy-Long-Legs,"Webster, Jean",PS,School Stories; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Teaching & Education; Browsing: Fiction,Schools -- Fiction ; Women college students -- Fiction ; Love stories ; Philanthropists -- Fiction ; Young women -- Fiction ; Women authors -- Fiction ; Orphans -- Fiction ; Epistolary fiction ; PS ; Universities and colleges -- Fiction ; Letters -- Fiction ; Bildungsromans ; Boarding schools -- Fiction,Public domain in the USA.,1912,Jean Webster,female,American,1876.0,1916.0,Wikipedia,True,7
79,158,Emma,"Austen, Jane",PR,Browsing: Culture/Civilization/Society; Browsing: Humour; Browsing: Literature; Browsing: Fiction,Love stories ; Female friendship -- Fiction ; Fathers and daughters -- Fiction ; Humorous stories ; Young women -- Fiction ; England -- Fiction ; Bildungsromans ; Mate selection -- Fiction ; PR,Public domain in the USA.,1815,Jane Austen,female,English,1775.0,1817.0,Wikipedia,True,1
80,159,The island of Doctor Moreau,"Wells, H. G. (Herbert George)",PR,Science Fiction; Best Books Ever Listings; Movie Books; Browsing: Philosophy & Ethics; Browsing: Science-Fiction & Fantasy; Browsing: Fiction,Animal experimentation -- Fiction ; Science fiction ; Islands -- Fiction ; Shipwreck survival -- Fiction ; Science -- Ethics -- Fiction ; PR,Public domain in the USA.,1896,Herbert George Wells,male,English,1866.0,1946.0,OpenLibrary,True,41
81,160,"The Awakening, and Selected Short Stories","Chopin, Kate",PS,Banned Books from Anne Haight's list; Banned Books List from the American Library Association; Browsing: Culture/Civilization/Society; Browsing: Gender & Sexuality Studies; Browsing: Literature; Browsing: Fiction,New Orleans (La.) -- Fiction ; Self-actualization (Psychology) -- Fiction ; Adultery -- Fiction ; Louisiana -- Social life and customs -- Fiction ; PS ; Women -- Louisiana -- New Orleans -- Social conditions -- Fiction,Public domain in the USA.,1899,Kate Chopin,female,American,1850.0,1904.0,Wikipedia,True,3
82,161,Sense and Sensibility,"Austen, Jane",PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,Regency fiction ; Love stories ; Sisters -- Fiction ; Young women -- Fiction ; Social classes -- Fiction ; England -- Fiction ; England -- Social life and customs -- 19th century -- Fiction ; Gentry -- England -- Fiction ; Inheritance and succession -- Fiction ; Mate selection -- Fiction ; PR ; Domestic fiction,Public domain in the USA.,1811,Jane Austen,female,English,1775.0,1817.0,Wikipedia,True,1
83,163,Flower Fables,"Alcott, Louisa May",PZ,Children's Literature; Browsing: Children & Young Adult Reading; Browsing: Literature,"Children's stories, American ; Short stories ; PZ ; Fairies -- Juvenile poetry ; Flowers -- Juvenile poetry ; Flowers -- Juvenile fiction ; Fairy tales -- United States",Public domain in the USA.,1854,Louisa May Alcott,female,American,1832.0,1888.0,Wikipedia,True,4
84,165,McTeague: A Story of San Francisco,"Norris, Frank",PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,Murderers -- Fiction ; Psychological fiction ; Married people -- Fiction ; San Francisco (Calif.) -- Fiction ; Dentists -- Fiction ; PS ; Didactic fiction ; Avarice -- Fiction,Public domain in the USA.,1899,Frank Norris,male,American,1870.0,1902.0,Wikipedia,True,6
85,166,Summer,"Wharton, Edith",PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,Berkshire Hills (Mass.) -- Fiction ; Love stories ; Young women -- Fiction ; Guardian and ward -- Fiction ; PS ; Man-woman relationships -- Fiction,Public domain in the USA.,1917,Edith Wharton,female,American,1862.0,1937.0,Wikipedia,True,30
86,169,The Well at the World's End: A Tale,"Morris, William",PR,Fantasy; Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction,Fantasy fiction ; PR ; Quests (Expeditions) -- Fiction,Public domain in the USA.,1896,William Morris,male,"English, British",1834.0,1896.0,Wikipedia,True,10
87,170,The Haunted Hotel: A Mystery of Modern Venice,"Collins, Wilkie",PR,Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction,Hotels -- Fiction ; Detective and mystery stories ; PR ; Venice (Italy) -- Fiction,Public domain in the USA.,1878,Wilkie Collins,female,English,1824.0,1889.0,Wikipedia,True,15
88,172,The Haunted Bookshop,"Morley, Christopher",PS,Bibliomania; Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction,"Brooklyn (New York, N.Y.) -- Fiction ; Booksellers and bookselling -- Fiction ; PS ; Mystery and detective stories",Public domain in the USA.,1919,Christopher Morley,male,American,1890.0,1957.0,"Wikipedia, OpenLibrary",True,7
89,173,The Insidious Dr. Fu Manchu,"Rohmer, Sax",PR,Crime Fiction; Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction,"Criminals -- Fiction ; Detective and mystery stories ; PR ; Fu Manchu, Doctor (Fictitious character) -- Fiction",Public domain in the USA.,1913,Sax Rohmer,male,English,1883.0,1959.0,Wikipedia,True,13
90,174,The Picture of Dorian Gray,"Wilde, Oscar",PR,Gothic Fiction; Movie Books; Browsing: Literature; Browsing: Philosophy & Ethics; Browsing: Fiction,"Paranormal fiction ; Great Britain -- History -- Victoria, 1837-1901 -- Fiction ; Portraits -- Fiction ; London (England) -- History -- 1800-1950 -- Fiction ; Conduct of life -- Fiction ; Appearance (Philosophy) -- Fiction ; Didactic fiction ; Supernatural -- Fiction ; PR",Public domain in the USA.,1890,Oscar Wilde,male,Irish,1854.0,1900.0,Wikipedia,True,19
91,176,Roderick Hudson,"James, Henry",PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,Sculptors -- Fiction ; Rome (Italy) -- Fiction ; PS ; Man-woman relationships -- Fiction ; Americans -- Italy -- Fiction,Public domain in the USA.,1875,Henry James,male,"American, British, American-British, English",1843.0,1916.0,Wikipedia,True,66
92,177,The American,"James, Henry",PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,Paris (France) -- Fiction ; Courtship -- Fiction ; Americans -- France -- Fiction ; Aristocracy (Social class) -- Fiction ; Culture conflict -- Fiction ; Love stories ; Psychological fiction ; Separation (Psychology) -- Fiction ; PS ; Widows -- Fiction,Public domain in the USA.,1900,Henry James,male,"American, British, American-British, English",1843.0,1916.0,Wikipedia,True,66
93,178,Confidence,"James, Henry",PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,Male friendship -- Fiction ; British -- Europe -- Fiction ; Americans -- Europe -- Fiction ; PS ; Man-woman relationships -- Fiction,Public domain in the USA.,1880,Henry James,male,"American, British, American-British, English",1843.0,1916.0,Wikipedia,True,66
94,179,The Europeans,"James, Henry",PS,Browsing: Culture/Civilization/Society; Browsing: Humour; Browsing: Literature; Browsing: Fiction,Europeans -- United States -- Fiction ; Humorous stories ; Upper class -- Fiction ; PS ; Boston (Mass.) -- Fiction ; Siblings -- Fiction ; Domestic fiction,Public domain in the USA.,1878,Henry James,male,"American, British, American-British, English",1843.0,1916.0,Wikipedia,True,66
95,201,Flatland: A Romance of Many Dimensions,"Abbott, Edwin Abbott",QA,Mathematics; Science Fiction; Browsing: Mathematics; Browsing: Science - General; Browsing: Science-Fiction & Fantasy,Fourth dimension ; QA,Public domain in the USA.,1884,Edwin Abbott Abbott,male,"British, English",1838.0,1926.0,"Wikipedia, Wikidata",True,1
96,203,Uncle Tom's Cabin,"Stowe, Harriet Beecher",PS,US Civil War; Slavery; Banned Books from Anne Haight's list; Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Politics; Browsing: Fiction,Uncle Tom (Fictitious character) -- Fiction ; Fugitive slaves -- Fiction ; Enslaved persons -- Fiction ; Plantation life -- Fiction ; Master and servant -- Fiction ; Political fiction ; Slavery -- Fiction ; Didactic fiction ; PS ; African Americans -- Fiction ; Southern States -- Fiction,Public domain in the USA.,1852,Harriet Beecher Stowe,female,American,1811.0,1896.0,Wikipedia,True,12
97,204,The innocence of Father Brown,"Chesterton, G. K. (Gilbert Keith)",PR,Detective Fiction; Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction,"Detective and mystery stories, English -- Translations into Finnish ; Catholics -- Fiction ; Detective and mystery stories, English ; England -- Fiction ; Clergy -- Fiction ; Brown, Father (Fictitious character) -- Fiction ; PR",Public domain in the USA.,1911,Gilbert Keith Chesterton,male,English,1874.0,1936.0,Wikipedia,True,28
98,207,The Spell of the Yukon and Other Verses,"Service, Robert W. (Robert William)",PS,Canada; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Poetry; Browsing: Travel & Geography,Yukon River Valley (Yukon and Alaska) -- Poetry ; PS,Public domain in the USA.,1907,Robert William Service,male,"British, Canadian, English, Scottish, French",1874.0,1958.0,Wikipedia,True,7
99,208,Daisy Miller: A Study,"James, Henry",PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Psychiatry/Psychology; Browsing: Travel & Geography; Browsing: Fiction,Europe -- Fiction ; Americans -- Europe -- Fiction ; Young women -- Fiction ; Psychological fiction ; PS,Public domain in the USA.,1877,Henry James,male,"American, British, American-British, English",1843.0,1916.0,Wikipedia,True,66
100,209,The Turn of the Screw,"James, Henry",PS,Best Books Ever Listings; Gothic Fiction; Horror; Opera; Browsing: Literature; Browsing: Psychiatry/Psychology; Browsing: Fiction,Children -- Fiction ; Ghost stories ; Governesses -- Fiction ; Psychological fiction ; England -- Fiction ; PS,Public domain in the USA.,1898,Henry James,male,"American, British, American-British, English",1843.0,1916.0,Wikipedia,True,66
101,210,An International Episode,"James, Henry",PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,New York (State) -- Social life and customs -- Fiction ; London (England) -- Social life and customs -- Fiction ; Manners and customs -- Fiction ; PS ; British -- United States -- Fiction ; Americans -- England -- Fiction,Public domain in the USA.,1908,Henry James,male,"American, British, American-British, English",1843.0,1916.0,Wikipedia,True,66
102,211,The Aspern Papers,"James, Henry",PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,Manuscripts -- Collectors and collecting -- Fiction ; Psychological fiction ; Venice (Italy) -- Fiction ; PS ; Poets -- Fiction ; Man-woman relationships -- Fiction,Public domain in the USA.,1888,Henry James,male,"American, British, American-British, English",1843.0,1916.0,Wikipedia,True,66
