,Authors,Normalised Authors,Author Gender,Author Nationality,Author Birth,Author Death,Author Info Source,Author Info Found
139,"Snaith, J. C. (John Collis)",John Collis Snaith,male,English,1876.0,1936.0,"Wikipedia, OpenLibrary",True
140,"Croker, B. M. (Bithia Mary)",Bithia Mary Croker,female,"Irish, British",1847.0,1920.0,Wikipedia,True
141,"Crane, Stephen",Stephen Crane,male,American,1871.0,1900.0,"Wikipedia, OpenLibrary",True
142,"Frederic, Harold",Harold Frederic,male,American,1856.0,1898.0,Wikipedia,True
143,"Dickens, Charles",Charles Dickens,male,English,1812.0,1870.0,Wikipedia,True
144,"Aldrich, Thomas Bailey",Thomas Bailey Aldrich,male,American,1836.0,1907.0,"Wikipedia, OpenLibrary",True
145,"Masefield, John",John Masefield,male,English,1878.0,1967.0,Wikipedia,True
146,"Swinburne, Algernon Charles",Algernon Charles Swinburne,male,English,1837.0,1909.0,Wikipedia,True
147,"Johnston, Mary",Mary Johnston,female,American,1870.0,1936.0,Wikipedia,True
148,"Garland, Hamlin",Hamlin Garland,male,American,1860.0,1940.0,"Wikipedia, OpenLibrary",True
149,"Herrick, Robert",Robert Herrick,male,English,1591.0,1674.0,Wikipedia,True
150,"Sedgwick, Anne Douglas",Anne Douglas Sedgwick,female,"British, American",1873.0,1935.0,Wikipedia,True
151,"White, Fred M. (Fred Merrick)",Fred Merrick White,male,British,1859.0,1935.0,Wikipedia,True
152,"Janvier, Thomas A. (Thomas Allibone)",Thomas Allibone Janvier,male,American,1849.0,1913.0,"Wikipedia, OpenLibrary, Wikidata",True
153,"Stevenson, Burton Egbert",Burton Egbert Stevenson,male,American,1872.0,1962.0,Wikipedia,True
154,"Gale, Zona",Zona Gale,female,American,1874.0,1938.0,Wikipedia,True
155,"Gibbs, George",George Gibbs,male,United Kingdom,1870.0,1942.0,"OpenLibrary, Wikidata",True
156,"Lewis, Alfred Henry",Alfred Henry Lewis,male,American,1857.0,1914.0,"Wikipedia, OpenLibrary, Wikidata",True
157,"Baring-Gould, S. (Sabine)",Sabine Baring-Gould,male,English,1834.0,1924.0,"Wikipedia, OpenLibrary",True
158,"Grant, James",James Grant,male,"Kingdom of Great Britain, United Kingdom of Great Britain and Ireland",1772.0,1785.0,"OpenLibrary, Wikidata",True
159,"Taylor, Mary Imlay",Mary Imlay Taylor,female,American,1878.0,1938.0,"Wikipedia, OpenLibrary, Wikidata",True
160,"Morris, William",William Morris,male,"English, British",1834.0,1896.0,Wikipedia,True
161,"Ferber, Edna",Edna Ferber,female,American,1885.0,1968.0,Wikipedia,True
162,"Buchan, John",John Buchan,male,"Scottish, British, Canadian",1875.0,1940.0,"Wikipedia, Wikidata",True
163,"Tennyson, Alfred Tennyson, Baron","Alfred Tennyson, Tennyson",male,"British, English",1809.0,1892.0,Wikipedia,True
164,"Meynell, Alice",Alice Meynell,female,"English, British",1847.0,1922.0,"Wikipedia, OpenLibrary",True
165,Ouida,Ouida,female,English,1839.0,1908.0,Wikipedia,True
166,"Fletcher, J. S. (Joseph Smith)",Joseph Smith Fletcher,male,British,1863.0,1935.0,OpenLibrary,True
167,"Harland, Henry",Henry Harland,male,American,1861.0,1905.0,"Wikipedia, Wikidata",True
168,"Zangwill, Israel",Israel Zangwill,male,British,1864.0,1926.0,Wikipedia,True
169,"Roberts, Charles G. D., Sir","Charles G. D., Roberts",male,Canadian,1860.0,1943.0,Wikipedia,True
170,"Harris, Frank",Frank Harris,male,Irish-American,1856.0,1931.0,Wikipedia,True
171,"Belloc, Hilaire",Hilaire Belloc,male,"French, English",1870.0,1953.0,Wikipedia,True
172,"Cody, H. A. (Hiram Alfred)",Hiram Alfred Cody,male,Canadian,1872.0,1948.0,"Wikipedia, OpenLibrary",True
173,"Bates, Arlo",Arlo Bates,male,American,1850.0,1918.0,"Wikipedia, OpenLibrary, Wikidata",True
174,"Vance, Louis Joseph",Louis Joseph Vance,male,American,1879.0,1933.0,"Wikipedia, OpenLibrary",True
175,"Bonner, Geraldine",Geraldine Bonner,female,American,1870.0,1930.0,"Wikipedia, OpenLibrary, Wikidata",True
176,"Williamson, C. N. (Charles Norris) ",Charles Norris Williamson,male,British,1859.0,1920.0,OpenLibrary,True
177," Williamson, A. M. (Alice Muriel)",Alice Muriel Williamson,female,British,1869.0,1933.0,OpenLibrary,True
178,"Dell, Ethel M. (Ethel May)",Ethel May Dell,female,British,1881.0,1939.0,"Wikipedia, OpenLibrary",True
179,"Ford, Sewell",Sewell Ford,male,American,1981.0,1946.0,"Wikipedia, OpenLibrary",True
180,"Saltus, Edgar",Edgar Saltus,male,American,1855.0,1921.0,Wikipedia,True
181,"Mitford, Bertram",Bertram Mitford,male,British,1837.0,1916.0,Wikipedia,True
182,"Deeping, Warwick",Warwick Deeping,male,English,1877.0,1950.0,"Wikipedia, OpenLibrary",True
183,"Warden, Florence",Florence Warden,female,English,1857.0,1929.0,"Wikipedia, OpenLibrary",True
184,"Eliot, George",George Eliot,female,English,1819.0,1880.0,Wikipedia,True
185,"Cabell, James Branch",James Branch Cabell,male,American,1879.0,1958.0,Wikipedia,True
186,"Fox, John, Jr.","John, Jr. Fox",male,American,1862.0,1919.0,"Wikipedia, OpenLibrary",True
187,"Wister, Owen",Owen Wister,male,American,1860.0,1938.0,Wikipedia,True
188,"Reed, Myrtle",Myrtle Reed,female,American,1874.0,1911.0,"Wikipedia, OpenLibrary",True
189,"Von Arnim, Elizabeth",Elizabeth Von Arnim,female,"Australian, English, German, New Zealand",1866.0,1941.0,Wikipedia,True
190,"Hawthorne, Julian",Julian Hawthorne,male,American,1846.0,1934.0,Wikipedia,True
191,"Dixon, Thomas, Jr.","Thomas, Jr. Dixon",male,American,1864.0,1946.0,Wikipedia,True
192,"Leacock, Stephen",Stephen Leacock,male,"Canadian, English",1869.0,1944.0,"Wikipedia, OpenLibrary",True
193,"Allen, James Lane",James Lane Allen,male,American,1849.0,1925.0,Wikipedia,True
194,"Habberton, John",John Habberton,male,American,1842.0,1921.0,"Wikipedia, OpenLibrary, Wikidata",True
195,"Sheldon, Georgie, Mrs.","Georgie, Sheldon",female,,,,OpenLibrary,True
196,"Adams, Samuel Hopkins",Samuel Hopkins Adams,male,American,1871.0,1958.0,"Wikipedia, OpenLibrary",True
197,"Wells, Carolyn",Carolyn Wells,female,American,1862.0,1942.0,Wikipedia,True
198,"Milne, A. A. (Alan Alexander)",Alan Alexander Milne,male,British,1882.0,1956.0,OpenLibrary,True
199,"Comfort, Will Levington",Will Levington Comfort,male,American,1878.0,1932.0,Wikipedia,True
200,"Woolson, Constance Fenimore",Constance Fenimore Woolson,female,American,1840.0,1894.0,"Wikipedia, OpenLibrary",True
201,"Glasgow, Ellen Anderson Gholson",Ellen Anderson Gholson Glasgow,female,American,1873.0,1945.0,Wikipedia,True
202,"Hughes, Rupert",Rupert Hughes,male,American,1872.0,1956.0,Wikipedia,True
203,"Buck, Charles Neville",Charles Neville Buck,male,American,1879.0,1957.0,Wikipedia,True
204,"Walpole, Hugh",Hugh Walpole,male,English,1894.0,1941.0,Wikipedia,True
205,"Wilson, Harry Leon",Harry Leon Wilson,male,American,1867.0,1939.0,"Wikipedia, OpenLibrary",True
206,"Morrison, Arthur",Arthur Morrison,male,"English, British",1863.0,1945.0,Wikipedia,True
207,"Daviess, Maria Thompson",Maria Thompson Daviess,female,American,1872.0,1924.0,Wikipedia,True
208,"Read, Opie Percival",Opie Percival Read,male,American,1852.0,1939.0,Wikipedia,True
209,"Stringer, Arthur",Arthur Stringer,male,Canadian,1874.0,1950.0,OpenLibrary,True
210,"MacKenzie, Compton",Compton MacKenzie,male,Scottish,1883.0,1972.0,Wikipedia,True
211,"Baker, George M. (George Melville)",George Melville Baker,male,American,1832.0,1890.0,Wikipedia,True
212,"Porter, Eleanor H. (Eleanor Hodgman)",Eleanor Hodgman Porter,female,American,1868.0,1920.0,"Wikipedia, OpenLibrary",True
213,"Boldrewood, Rolf",Rolf Boldrewood,male,Australia,1826.0,1915.0,"OpenLibrary, Wikidata",True
214,"Packard, Frank L. (Frank Lucius)",Frank Lucius Packard,male,Canadian,1877.0,1942.0,"Wikipedia, OpenLibrary, Wikidata",True
215,"Longfellow, Henry Wadsworth",Henry Wadsworth Longfellow,male,American,1807.0,1882.0,Wikipedia,True
216,"Farnol, Jeffery",Jeffery Farnol,male,"British, English",1878.0,1952.0,Wikipedia,True
217,"Deland, Margaret Wade Campbell",Margaret Wade Campbell Deland,female,American,1857.0,1945.0,Wikipedia,True
218,"Field, Eugene",Eugene Field,male,American,1850.0,1895.0,Wikipedia,True
219,"Paine, Albert Bigelow",Albert Bigelow Paine,male,American,1861.0,1937.0,"Wikipedia, OpenLibrary",True
220,"Twain, Mark ",Mark Twain,male,American,1835.0,1910.0,Wikipedia,True
221," Warner, Charles Dudley",Charles Dudley Warner,male,American,1829.0,1900.0,Wikipedia,True
222,"Rice, Alice Caldwell Hegan",Alice Caldwell Hegan Rice,female,American,1870.0,1942.0,Wikipedia,True
223,"Nesbit, E. (Edith)",Edith Nesbit,female,English,1858.0,1924.0,Wikipedia,True
224,"Colton, Arthur",Arthur Colton,male,"Scottish, British",1860.0,1936.0,Wikipedia,True
225,"Ellis, Edward Sylvester",Edward Sylvester Ellis,male,American,1840.0,1916.0,"Wikipedia, Wikidata",True
226,"Hergesheimer, Joseph",Joseph Hergesheimer,male,American,1880.0,1954.0,Wikipedia,True
227,"Day, Holman",Holman Day,male,American,1865.0,1935.0,Wikipedia,True
228,"Lee, Vernon",Vernon Lee,female,"French, British",1856.0,1935.0,Wikipedia,True
229,"Richards, Laura Elizabeth Howe",Laura Elizabeth Howe Richards,female,American,1850.0,1943.0,Wikipedia,True
230,"Oxenham, John",John Oxenham,male,English,1852.0,1580.0,"Wikipedia, OpenLibrary, Wikidata",True
231,"Robins, Elizabeth",Elizabeth Robins,female,American,1862.0,1952.0,Wikipedia,True
232,"Capes, Bernard",Bernard Capes,male,English,1854.0,1918.0,"Wikipedia, OpenLibrary, Wikidata",True
233,"Besant, Walter",Walter Besant,male,English,1836.0,1901.0,Wikipedia,True
234,"Repplier, Agnes",Agnes Repplier,female,American,1855.0,1950.0,OpenLibrary,True
235,"Herford, Oliver",Oliver Herford,male,"American, Anglo-American",1863.0,1935.0,"Wikipedia, OpenLibrary",True
236,"Pemberton, Max",Max Pemberton,male,English,1863.0,1950.0,"Wikipedia, OpenLibrary",True
237,"Dawson, Coningsby",Coningsby Dawson,male,"American, Anglo-American, Canadian",1883.0,1959.0,"Wikipedia, OpenLibrary, Wikidata",True
238,"Rice, Cale Young",Cale Young Rice,male,"American, English",1872.0,1943.0,Wikipedia,True
239,"Graham, Harry",Harry Graham,male,"Australia, New Zealand",1874.0,1936.0,"OpenLibrary, Wikidata",True
240,"Rives, Hallie Erminie",Hallie Erminie Rives,female,American,1874.0,1956.0,"Wikipedia, OpenLibrary, Wikidata",True
241,"Thorne, Guy",Guy Thorne,male,English,1876.0,1923.0,"Wikipedia, OpenLibrary",True
242,"Cather, Willa",Willa Cather,female,American,1873.0,1947.0,Wikipedia,True
243,"Webster, Jean",Jean Webster,female,American,1876.0,1916.0,Wikipedia,True
244,"Morley, Christopher",Christopher Morley,male,American,1890.0,1957.0,"Wikipedia, OpenLibrary",True
245,"Service, Robert W. (Robert William)",Robert William Service,male,"British, Canadian, English, Scottish, French",1874.0,1958.0,Wikipedia,True
246,"Dreiser, Theodore",Theodore Dreiser,male,American,1871.0,1945.0,Wikipedia,True
247,"Grahame, Kenneth",Kenneth Grahame,male,Scottish,1859.0,1932.0,Wikipedia,True
248,"Stoker, Bram",Bram Stoker,male,Irish,1847.0,1912.0,Wikipedia,True
249,"Machen, Arthur",Arthur Machen,male,"Welsh, English",1863.0,1947.0,Wikipedia,True
250,"Beerbohm, Max, Sir","Max, Beerbohm",male,English,1872.0,1956.0,Wikipedia,True
251,"Duncan, Sara Jeannette",Sara Jeannette Duncan,female,"Canadian, Anglo-Indian",1861.0,1922.0,Wikipedia,True
252,"Lee, Jennette",Jennette Lee,female,"American, English",1860.0,1951.0,Wikipedia,True
253,"Wright, Harold Bell",Harold Bell Wright,male,American,1872.0,1944.0,Wikipedia,True
254,"Marsh, Richard",Richard Marsh,male,British,1857.0,1915.0,OpenLibrary,True
255,"Kyne, Peter B. (Peter Bernard)",Peter Bernard Kyne,male,American,1880.0,1957.0,Wikipedia,True
256,"Carey, Rosa Nouchette",Rosa Nouchette Carey,female,English,1840.0,1909.0,Wikipedia,True
257,"Henty, G. A. (George Alfred)",George Alfred Henty,male,"British, English",1832.0,1902.0,Wikipedia,True
258,"Grant, Robert",Robert Grant,male,"Kingdom of Great Britain, United Kingdom of Great Britain and Ireland",1824.0,1900.0,"OpenLibrary, Wikidata",True
259,"Brown, Alice",Alice Brown,female,United States,1857.0,1948.0,"OpenLibrary, Wikidata",True
260,"Merrick, Leonard",Leonard Merrick,male,English,1864.0,1939.0,Wikipedia,True
261,"Burgess, Gelett",Gelett Burgess,male,"American, French",1866.0,1951.0,Wikipedia,True
262,"Ade, George",George Ade,male,American,1866.0,1944.0,"Wikipedia, OpenLibrary",True
263,"Bain, F. W. (Francis William)",Francis William Bain,male,"United Kingdom, United Kingdom of Great Britain and Ireland",1863.0,1940.0,"OpenLibrary, Wikidata",True
264,"Beers, Henry A. (Henry Augustin)",Henry Augustin Beers,male,American,1847.0,1926.0,"Wikipedia, Wikidata",True
265,"Benson, Robert Hugh",Robert Hugh Benson,male,"British, English",1871.0,1914.0,Wikipedia,True
266,"Noyes, Alfred",Alfred Noyes,male,English,1880.0,1958.0,"Wikipedia, Wikidata",True
267,"Somerville, E. Oe. (Edith Oenone) ",Edith Oenone Somerville,female,Irish,1858.0,1949.0,"Wikipedia, Wikidata",True
268," Ross, Martin",Martin Ross,female,Irish,1865.0,1915.0,"OpenLibrary, Wikidata",True
269,"Onions, Oliver",Oliver Onions,male,English,1873.0,1961.0,Wikipedia,True
270,"King, Basil",Basil King,male,Canadian,1859.0,1928.0,Wikipedia,True
271,"Cholmondeley, Mary",Mary Cholmondeley,female,English,1859.0,1925.0,Wikipedia,True
272,"Scott, John Reed",John Reed Scott,male,American,1929.0,1935.0,"Wikipedia, Wikidata",True
273,"Gregory, Jackson",Jackson Gregory,male,American,1882.0,1943.0,"Wikipedia, OpenLibrary, Wikidata",True
274,"Seltzer, Charles Alden",Charles Alden Seltzer,male,American,1875.0,1942.0,"Wikipedia, OpenLibrary",True
275,"Bailey, Temple",Temple Bailey,female,American,1885.0,1953.0,"Wikipedia, OpenLibrary",True
276,"Coolidge, Dane",Dane Coolidge,male,American,1873.0,1940.0,"Wikipedia, OpenLibrary",True
277,"Brady, Cyrus Townsend",Cyrus Townsend Brady,male,American,1861.0,1920.0,Wikipedia,True
278,"Hay, Ian",Ian Hay,male,British,1876.0,1952.0,"Wikipedia, OpenLibrary",True
279,"Vaizey, George de Horne, Mrs.","George de Horne, Vaizey",female,English,,,Wikipedia,True
280,"Munro, Neil",Neil Munro,male,"United Kingdom, United Kingdom of Great Britain and Ireland",1864.0,1930.0,"OpenLibrary, Wikidata",True
281,"Grier, Sydney C.",Sydney C. Grier,female,English,1868.0,1933.0,"Wikipedia, OpenLibrary",True
282,"Hocking, Joseph",Joseph Hocking,male,British,1860.0,1937.0,"Wikipedia, Wikidata",True
283,"Johnson, Owen",Owen Johnson,male,United States,1878.0,1952.0,"OpenLibrary, Wikidata",True
284,"Phelps, Elizabeth Stuart",Elizabeth Stuart Phelps,female,American,1844.0,1911.0,"Wikipedia, OpenLibrary, Wikidata",True
285,"Marchmont, Arthur W.",Arthur W. Marchmont,male,United Kingdom of Great Britain and Ireland,1852.0,1923.0,"Wikipedia, OpenLibrary, Wikidata",True
286,"Merwin, Samuel",Samuel Merwin,male,United States,1874.0,1936.0,"OpenLibrary, Wikidata",True
287,"Peard, Frances Mary",Frances Mary Peard,female,English,1835.0,1922.0,"Wikipedia, OpenLibrary, Wikidata",True
288,"Norris, Frank",Frank Norris,male,American,1870.0,1902.0,Wikipedia,True
289,"Lawson, Henry",Henry Lawson,male,Australian,1867.0,1922.0,Wikipedia,True
290,Saki,Saki,male,British,1870.0,1916.0,Wikipedia,True
291,"Synge, J. M. (John Millington)",John Millington Synge,male,Irish,1871.0,1909.0,Wikipedia,True
292,"Altsheler, Joseph A. (Joseph Alexander)",Joseph Alexander Altsheler,male,"American, French",1862.0,1919.0,"Wikipedia, OpenLibrary",True
293,"Masters, Edgar Lee",Edgar Lee Masters,male,American,1868.0,1950.0,Wikipedia,True
294,"Ruskin, John",John Ruskin,male,English,1819.0,1900.0,Wikipedia,True
295,"Thompson, Francis",Francis Thompson,male,English,1859.0,1907.0,Wikipedia,True
296,"Shakespeare, William",William Shakespeare,male,English,1564.0,1616.0,Wikipedia,True
297,"Stephens, James",James Stephens,male,Irish,1880.0,1950.0,OpenLibrary,True
298,"Clouston, J. Storer (Joseph Storer)",Joseph Storer Clouston,male,Scottish,1870.0,1944.0,"Wikipedia, OpenLibrary",True
299,"Harris, Joel Chandler",Joel Chandler Harris,male,American,1848.0,1908.0,Wikipedia,True
300,"Jefferies, Richard",Richard Jefferies,male,English,1848.0,1887.0,Wikipedia,True
301,"Pater, Walter",Walter Pater,male,English,1839.0,1894.0,Wikipedia,True
302,"Ford, Ford Madox",Ford Madox Ford,male,"English, American",1873.0,1939.0,"Wikipedia, Wikidata",True
303,"Saunders, Marshall",Marshall Saunders,female,Canadian,1861.0,1947.0,Wikipedia,True
304,"Emerson, Ralph Waldo",Ralph Waldo Emerson,male,American,1803.0,1882.0,Wikipedia,True
305,"Connor, Ralph",Ralph Connor,male,Canadian,1860.0,1937.0,Wikipedia,True
306,"Norris, Kathleen Thompson",Kathleen Thompson Norris,female,American,1880.0,1966.0,Wikipedia,True
307,"Morris, Gouverneur",Gouverneur Morris,male,United States,1752.0,1816.0,"OpenLibrary, Wikidata",True
308,"White, William Hale",William Hale White,male,British,1831.0,1913.0,"Wikipedia, OpenLibrary",True
309,"Ford, Paul Leicester",Paul Leicester Ford,male,American,1865.0,1902.0,"Wikipedia, Wikidata",True
310,"Andrews, Mary Raymond Shipman",Mary Raymond Shipman Andrews,female,American,1860.0,1936.0,Wikipedia,True
311,"Brighouse, Harold",Harold Brighouse,male,English,1882.0,1958.0,Wikipedia,True
312,"Brand, Max",Max Brand,male,American,1892.0,1944.0,Wikipedia,True
313,"Le Fanu, Joseph Sheridan",Joseph Sheridan Le Fanu,male,Irish,1814.0,1873.0,Wikipedia,True
314,"Isham, Frederic Stewart",Frederic Stewart Isham,male,American,1866.0,1922.0,"Wikipedia, OpenLibrary",True
315,"Macaulay, Rose",Rose Macaulay,female,English,1881.0,1958.0,"Wikipedia, OpenLibrary",True
316,"Eggleston, Edward",Edward Eggleston,male,American,1837.0,1902.0,"Wikipedia, OpenLibrary, Wikidata",True
317,"McIntyre, John T. (John Thomas)",John Thomas McIntyre,male,American,1871.0,1951.0,"Wikipedia, OpenLibrary",True
318,"Scott, Leroy",Leroy Scott,male,American,1875.0,1929.0,"Wikipedia, OpenLibrary, Wikidata",True
319,"Abbott, Eleanor Hallowell",Eleanor Hallowell Abbott,female,American,1872.0,1958.0,Wikipedia,True
320,"Southworth, Emma Dorothy Eliza Nevitte",Emma Dorothy Eliza Nevitte Southworth,female,American,1819.0,1899.0,"Wikipedia, OpenLibrary",True
321,"Housman, Laurence",Laurence Housman,male,English,1865.0,1959.0,Wikipedia,True
322,"Footner, Hulbert",Hulbert Footner,male,"Canadian, American",1879.0,1944.0,"Wikipedia, OpenLibrary",True
323,"Bacon, Josephine Daskam",Josephine Daskam Bacon,female,American,1876.0,1961.0,"Wikipedia, OpenLibrary",True
324,"Miller, Joaquin",Joaquin Miller,male,American,1837.0,1913.0,Wikipedia,True
325,"Lefevre, Edwin",Edwin Lefevre,male,American,1871.0,1943.0,Wikipedia,True
326,"Meade, L. T.",L. T. Meade,female,Irish,1844.0,1914.0,Wikipedia,True
327,"Pain, Barry",Barry Pain,male,"British, English",1864.0,1928.0,"Wikipedia, Wikidata",True
328,"Roberts, Morley",Morley Roberts,male,United Kingdom,1857.0,1942.0,"OpenLibrary, Wikidata",True
329,"MacGregor, Mary Esther Miller",Mary Esther Miller MacGregor,female,Canadian,1876.0,1961.0,"Wikipedia, OpenLibrary, Wikidata",True
330,"Cannan, Gilbert",Gilbert Cannan,male,British,1884.0,1955.0,"Wikipedia, OpenLibrary",True
331,"Guiney, Louise Imogen",Louise Imogen Guiney,female,American,1861.0,1920.0,"Wikipedia, Wikidata",True
332,"Jewett, Sarah Orne",Sarah Orne Jewett,female,American,1849.0,1909.0,Wikipedia,True
333,"Lewis, Sinclair",Sinclair Lewis,male,American,1885.0,1951.0,Wikipedia,True
334,"Stevenson, Robert Louis ",Robert Louis Stevenson,male,Scottish,1850.0,1894.0,Wikipedia,True
335,"Hearn, Lafcadio",Lafcadio Hearn,male,Irish,1850.0,1904.0,"Wikipedia, Wikidata",True
336,"Gilbert, W. S. (William Schwenck)",William Schwenck Gilbert,male,English,1836.0,1911.0,Wikipedia,True
337,"Hudson, W. H. (William Henry)",William Henry Hudson,male,United Kingdom of Great Britain and Ireland,1841.0,1922.0,"Wikipedia, Wikidata",True
338,"Bramah, Ernest",Ernest Bramah,male,English,1868.0,1942.0,"Wikipedia, OpenLibrary",True
339,"Lyall, Edna",Edna Lyall,female,English,1857.0,1903.0,"Wikipedia, Wikidata",True
340,"McCarter, Margaret Hill",Margaret Hill McCarter,female,American,1860.0,1938.0,"Wikipedia, OpenLibrary",True
341,"Bullen, Frank Thomas",Frank Thomas Bullen,male,British,1857.0,1915.0,"Wikipedia, OpenLibrary",True
342,"Lincoln, Natalie Sumner",Natalie Sumner Lincoln,female,American,1881.0,1935.0,Wikipedia,True
343,"Peattie, Elia Wilkinson",Elia Wilkinson Peattie,female,American,1862.0,1935.0,"Wikipedia, OpenLibrary",True
344,"Butler, Samuel",Samuel Butler,male,"English, Italian",1835.0,1902.0,Wikipedia,True
345,"Alger, Horatio, Jr.","Horatio, Jr. Alger",male,American,1832.0,1899.0,Wikipedia,True
346,"Sabatini, Rafael",Rafael Sabatini,male,"Italian, British",1875.0,1950.0,"Wikipedia, OpenLibrary",True
347,"Jackson, Helen Hunt",Helen Hunt Jackson,female,American,1830.0,1885.0,Wikipedia,True
348,"Post, Melville Davisson",Melville Davisson Post,male,American,1871.0,1930.0,"Wikipedia, OpenLibrary",True
349,"Emerson, Willis George",Willis George Emerson,male,American,1856.0,1918.0,Wikipedia,True
350,"Stead, Robert J. C.",Robert J. C. Stead,,Canadian,1880.0,1959.0,Wikipedia,True
351,"Jenkins, Herbert George",Herbert George Jenkins,male,British,1876.0,1923.0,"Wikipedia, OpenLibrary",True
352,"Mundy, Talbot",Talbot Mundy,male,"British, English",1879.0,1940.0,Wikipedia,True
353,"Sheldon, Charles M.",Charles M. Sheldon,male,United States,1857.0,1946.0,"OpenLibrary, Wikidata",True
354,"Irwin, Wallace",Wallace Irwin,male,American,1875.0,1959.0,"Wikipedia, OpenLibrary",True
355,"Bennet, Robert Ames",Robert Ames Bennet,male,American,1870.0,1954.0,Wikipedia,True
356,"Browning, Robert",Robert Browning,male,English,1812.0,1889.0,Wikipedia,True
357,"Fleming, May Agnes",May Agnes Fleming,female,Canadian,1840.0,1880.0,Wikipedia,True
358,"England, George Allan",George Allan England,male,American,1877.0,1936.0,Wikipedia,True
359,"Mitchell, John Ames",John Ames Mitchell,male,American,1845.0,1918.0,"Wikipedia, OpenLibrary",True
