Etext Number,Type,Issued,Title,Language,LoCC,Bookshelves,Authors,rights,Subjects,Read online (web),EPUB3 (E-readers incl. Send-to-Kindle),EPUB (older E-readers),"EPUB (no images, older E-readers)",Kindle,Kindle (E-readers incl. Send-to-Kindle),"Kindle (no images, older E-readers)",Plain Text UTF-8,Download HTML(zip),Resource Description Framework (RDF),Other Links,published_year,Opium Keywords
3011,Text,2002-01-01,The Lady of the Lake,en,PR,Browsing: Literature; Browsing: Fiction,"Scott, Walter",Public domain in the USA.,Arthurian romances ; Lady of the Lake (Legendary character) -- Romances ; PR,https://www.gutenberg.org/ebooks/3011.html.images,https://www.gutenberg.org/ebooks/3011.epub3.images,https://www.gutenberg.org/ebooks/3011.epub.images,https://www.gutenberg.org/ebooks/3011.epub.noimages,https://www.gutenberg.org/ebooks/3011.kf8.images,https://www.gutenberg.org/ebooks/3011.kindle.images,https://www.gutenberg.org/ebooks/3011.kindle.noimages,https://www.gutenberg.org/ebooks/3011.txt.utf-8,https://www.gutenberg.org/files/3011/3011-h.zip,https://www.gutenberg.org/ebooks/3011.rdf,https://www.gutenberg.org/files/3011/3011-8.txt ; https://www.gutenberg.org/cache/epub/3011/pg3011.cover.small.jpg ; https://www.gutenberg.org/cache/epub/3011/pg3011.cover.medium.jpg ; https://www.gutenberg.org/files/3011/3011-8.zip ; https://www.gutenberg.org/files/3011/3011.txt ; https://www.gutenberg.org/files/3011/3011.zip ; https://www.gutenberg.org/files/3011/3011-h/3011-h.htm,1789,['heroin']
3016,Text,2002-01-01,What Diantha Did,en,PS,Browsing: Culture/Civilization/Society; Browsing: Gender & Sexuality Studies; Browsing: Fiction,"Gilman, Charlotte Perkins",Public domain in the USA.,Women -- Employment -- Fiction ; PS ; Businesswomen -- Fiction ; Feminist fiction ; Women household employees -- Fiction,https://www.gutenberg.org/ebooks/3016.html.images,https://www.gutenberg.org/ebooks/3016.epub3.images,https://www.gutenberg.org/ebooks/3016.epub.images,https://www.gutenberg.org/ebooks/3016.epub.noimages,https://www.gutenberg.org/ebooks/3016.kf8.images,https://www.gutenberg.org/ebooks/3016.kindle.images,https://www.gutenberg.org/ebooks/3016.kindle.noimages,https://www.gutenberg.org/ebooks/3016.txt.utf-8,https://www.gutenberg.org/files/3016/3016-h.zip,https://www.gutenberg.org/ebooks/3016.rdf,https://www.gutenberg.org/cache/epub/3016/pg3016.cover.medium.jpg ; https://www.gutenberg.org/cache/epub/3016/pg3016.cover.small.jpg ; https://www.gutenberg.org/files/3016/3016.txt ; https://www.gutenberg.org/files/3016/3016.zip ; https://www.gutenberg.org/files/3016/3016-0.txt ; https://www.gutenberg.org/files/3016/3016-h/3016-h.htm ; https://www.gutenberg.org/files/3016/3016-0.zip,1903,['heroin']
3031,Text,2002-01-01,Wild Animals I Have Known,en,QL,Canada; Children's Instructional Books; Browsing: Biographies; Browsing: Children & Young Adult Reading; Browsing: Nature/Gardening/Animals,"Seton, Ernest Thompson",Public domain in the USA.,Animals -- Anecdotes ; QL ; Animals -- Biography,https://www.gutenberg.org/ebooks/3031.html.images,https://www.gutenberg.org/ebooks/3031.epub3.images,https://www.gutenberg.org/ebooks/3031.epub.images,https://www.gutenberg.org/ebooks/3031.epub.noimages,https://www.gutenberg.org/ebooks/3031.kf8.images,https://www.gutenberg.org/ebooks/3031.kindle.images,https://www.gutenberg.org/ebooks/3031.kindle.noimages,https://www.gutenberg.org/ebooks/3031.txt.utf-8,https://www.gutenberg.org/cache/epub/3031/pg3031-h.zip,https://www.gutenberg.org/ebooks/3031.rdf,https://www.gutenberg.org/files/3031/3031.zip ; https://www.gutenberg.org/files/3031/3031.txt ; https://www.gutenberg.org/files/3031/3031-h/3031-h.htm ; https://www.gutenberg.org/cache/epub/3031/pg3031.cover.small.jpg ; https://www.gutenberg.org/cache/epub/3031/pg3031.cover.medium.jpg,1880,"['heroin', 'morphine']"
3044,Text,2004-10-02,Desperate Remedies,en,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,"Hardy, Thomas",Public domain in the USA.,Love stories ; Young women -- Fiction ; Wessex (England) -- Fiction ; PR ; Lady's maids -- Fiction,https://www.gutenberg.org/ebooks/3044.html.images,https://www.gutenberg.org/ebooks/3044.epub3.images,https://www.gutenberg.org/ebooks/3044.epub.images,https://www.gutenberg.org/ebooks/3044.epub.noimages,https://www.gutenberg.org/ebooks/3044.kf8.images,https://www.gutenberg.org/ebooks/3044.kindle.images,https://www.gutenberg.org/ebooks/3044.kindle.noimages,https://www.gutenberg.org/ebooks/3044.txt.utf-8,https://www.gutenberg.org/files/3044/3044-h.zip,https://www.gutenberg.org/ebooks/3044.rdf,https://www.gutenberg.org/cache/epub/3044/pg3044.cover.medium.jpg ; https://www.gutenberg.org/cache/epub/3044/pg3044.cover.small.jpg ; https://www.gutenberg.org/files/3044/3044-h/3044-h.htm ; https://www.gutenberg.org/files/3044/3044.txt ; https://www.gutenberg.org/files/3044/3044-0.txt ; https://www.gutenberg.org/files/3044/3044-0.zip ; https://www.gutenberg.org/files/3044/3044.zip,1871,"['heroin', 'opium', 'poppy']"
3045,Text,2002-01-01,The Last Chronicle of Barset,en,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,"Trollope, Anthony",Public domain in the USA.,Love stories ; Psychological fiction ; England -- Social life and customs -- 19th century -- Fiction ; Clergy -- Fiction ; Barsetshire (England: Imaginary place) -- Fiction ; Clergy -- England -- Fiction ; PR ; Domestic fiction,https://www.gutenberg.org/ebooks/3045.html.images,https://www.gutenberg.org/ebooks/3045.epub3.images,https://www.gutenberg.org/ebooks/3045.epub.images,https://www.gutenberg.org/ebooks/3045.epub.noimages,https://www.gutenberg.org/ebooks/3045.kf8.images,https://www.gutenberg.org/ebooks/3045.kindle.images,https://www.gutenberg.org/ebooks/3045.kindle.noimages,https://www.gutenberg.org/ebooks/3045.txt.utf-8,https://www.gutenberg.org/cache/epub/3045/pg3045-h.zip,https://www.gutenberg.org/ebooks/3045.rdf,https://www.gutenberg.org/cache/epub/3045/pg3045.cover.small.jpg ; https://www.gutenberg.org/files/3045/3045-0.txt ; https://www.gutenberg.org/files/3045/3045-h/3045-h.htm ; https://www.gutenberg.org/cache/epub/3045/pg3045.cover.medium.jpg,1853,['heroin']
3049,Text,2002-01-01,A Group of Noble Dames,en,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,"Hardy, Thomas",Public domain in the USA.,Nobility -- Great Britain -- Fiction ; Wessex (England) -- Fiction ; Women -- England -- Fiction ; PR,https://www.gutenberg.org/ebooks/3049.html.images,https://www.gutenberg.org/ebooks/3049.epub3.images,https://www.gutenberg.org/ebooks/3049.epub.images,https://www.gutenberg.org/ebooks/3049.epub.noimages,https://www.gutenberg.org/ebooks/3049.kf8.images,https://www.gutenberg.org/ebooks/3049.kindle.images,https://www.gutenberg.org/ebooks/3049.kindle.noimages,https://www.gutenberg.org/ebooks/3049.txt.utf-8,https://www.gutenberg.org/cache/epub/3049/pg3049-h.zip,https://www.gutenberg.org/ebooks/3049.rdf,https://www.gutenberg.org/files/3049/3049.txt ; https://www.gutenberg.org/files/3049/3049-h/3049-h.htm ; https://www.gutenberg.org/cache/epub/3049/pg3049.cover.medium.jpg ; https://www.gutenberg.org/files/3049/3049.zip ; https://www.gutenberg.org/cache/epub/3049/pg3049.cover.small.jpg,1897,['heroin']
3053,Text,2002-02-01,Signs of Change,en,HX,Browsing: Art & Photography; Browsing: Culture/Civilization/Society; Browsing: Politics; Browsing: Sociology,"Morris, William",Public domain in the USA.,HX ; Socialism ; Art ; Socialism -- Great Britain,https://www.gutenberg.org/ebooks/3053.html.images,https://www.gutenberg.org/ebooks/3053.epub3.images,https://www.gutenberg.org/ebooks/3053.epub.images,https://www.gutenberg.org/ebooks/3053.epub.noimages,https://www.gutenberg.org/ebooks/3053.kf8.images,https://www.gutenberg.org/ebooks/3053.kindle.images,https://www.gutenberg.org/ebooks/3053.kindle.noimages,https://www.gutenberg.org/ebooks/3053.txt.utf-8,https://www.gutenberg.org/cache/epub/3053/pg3053-h.zip,https://www.gutenberg.org/ebooks/3053.rdf,https://www.gutenberg.org/files/3053/3053-0.zip ; https://www.gutenberg.org/cache/epub/3053/pg3053.cover.medium.jpg ; https://www.gutenberg.org/cache/epub/3053/pg3053.cover.small.jpg ; https://www.gutenberg.org/files/3053/3053-0.txt ; https://www.gutenberg.org/files/3053/3053-h/3053-h.htm,1877,['heroin']
3056,Text,2002-02-01,Wessex Tales,en,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,"Hardy, Thomas",Public domain in the USA.,Wessex (England) -- Fiction ; England -- Social life and customs -- 19th century -- Fiction ; PR,https://www.gutenberg.org/ebooks/3056.html.images,https://www.gutenberg.org/ebooks/3056.epub3.images,https://www.gutenberg.org/ebooks/3056.epub.images,https://www.gutenberg.org/ebooks/3056.epub.noimages,https://www.gutenberg.org/ebooks/3056.kf8.images,https://www.gutenberg.org/ebooks/3056.kindle.images,https://www.gutenberg.org/ebooks/3056.kindle.noimages,https://www.gutenberg.org/ebooks/3056.txt.utf-8,https://www.gutenberg.org/cache/epub/3056/pg3056-h.zip,https://www.gutenberg.org/ebooks/3056.rdf,https://www.gutenberg.org/files/3056/3056-0.zip ; https://www.gutenberg.org/files/3056/3056-h/3056-h.htm ; https://www.gutenberg.org/files/3056/3056-0.txt ; https://www.gutenberg.org/cache/epub/3056/pg3056.cover.small.jpg ; https://www.gutenberg.org/cache/epub/3056/pg3056.cover.medium.jpg,1888,['poppy']
3059,Text,2002-02-01,The Iliad,en,PA,Classical Antiquity; Browsing: History - Ancient; Browsing: Literature; Browsing: Poetry,Homer,Public domain in the USA.,"Epic poetry, Greek -- Translations into English ; PA ; Trojan War ; Achilles (Mythological character)",https://www.gutenberg.org/ebooks/3059.html.images,https://www.gutenberg.org/ebooks/3059.epub3.images,https://www.gutenberg.org/ebooks/3059.epub.images,https://www.gutenberg.org/ebooks/3059.epub.noimages,https://www.gutenberg.org/ebooks/3059.kf8.images,https://www.gutenberg.org/ebooks/3059.kindle.images,https://www.gutenberg.org/ebooks/3059.kindle.noimages,https://www.gutenberg.org/ebooks/3059.txt.utf-8,https://www.gutenberg.org/cache/epub/3059/pg3059-h.zip,https://www.gutenberg.org/ebooks/3059.rdf,https://www.gutenberg.org/files/3059/3059-h/3059-h.htm ; https://www.gutenberg.org/cache/epub/3059/pg3059.cover.medium.jpg ; https://www.gutenberg.org/cache/epub/3059/pg3059.cover.small.jpg ; https://www.gutenberg.org/files/3059/3059-0.txt,1753,['poppy']
3067,Text,2002-02-01,Hard Cash,en,PR,Browsing: Literature; Browsing: Fiction,"Reade, Charles",Public domain in the USA.,English fiction -- 19th century ; PR,https://www.gutenberg.org/ebooks/3067.html.images,https://www.gutenberg.org/ebooks/3067.epub3.images,https://www.gutenberg.org/ebooks/3067.epub.images,https://www.gutenberg.org/ebooks/3067.epub.noimages,https://www.gutenberg.org/ebooks/3067.kf8.images,https://www.gutenberg.org/ebooks/3067.kindle.images,https://www.gutenberg.org/ebooks/3067.kindle.noimages,https://www.gutenberg.org/ebooks/3067.txt.utf-8,https://www.gutenberg.org/cache/epub/3067/pg3067-h.zip,https://www.gutenberg.org/ebooks/3067.rdf,https://www.gutenberg.org/cache/epub/3067/pg3067.cover.small.jpg ; https://www.gutenberg.org/cache/epub/3067/pg3067.cover.medium.jpg ; https://www.gutenberg.org/files/3067/3067-0.txt ; https://www.gutenberg.org/files/3067/3067-h/3067-h.htm ; https://www.gutenberg.org/files/3067/3067-0.zip,1815,"['soporific', 'laudanum', 'opium']"
3075,Text,2002-02-01,The Return,en,PR,Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction,"De la Mare, Walter",Public domain in the USA.,Paranormal fiction ; Horror tales ; Fantasy fiction ; Supernatural -- Fiction ; PR,https://www.gutenberg.org/ebooks/3075.html.images,https://www.gutenberg.org/ebooks/3075.epub3.images,https://www.gutenberg.org/ebooks/3075.epub.images,https://www.gutenberg.org/ebooks/3075.epub.noimages,https://www.gutenberg.org/ebooks/3075.kf8.images,https://www.gutenberg.org/ebooks/3075.kindle.images,https://www.gutenberg.org/ebooks/3075.kindle.noimages,https://www.gutenberg.org/ebooks/3075.txt.utf-8,https://www.gutenberg.org/cache/epub/3075/pg3075-h.zip,https://www.gutenberg.org/ebooks/3075.rdf,https://www.gutenberg.org/files/3075/3075-h/3075-h.htm ; https://www.gutenberg.org/cache/epub/3075/pg3075.cover.medium.jpg ; https://www.gutenberg.org/files/3075/3075-0.txt ; https://www.gutenberg.org/cache/epub/3075/pg3075.cover.small.jpg ; https://www.gutenberg.org/files/3075/3075-0.zip,1774,['laudanum']
3076,Text,2002-02-01,Ten Days That Shook the World,en,DK,Browsing: History - European; Browsing: History - General; Browsing: Politics,"Reed, John",Public domain in the USA.,"Communism -- Soviet Union ; DK ; Soviet Union -- History -- Revolution, 1917-1921",https://www.gutenberg.org/ebooks/3076.html.images,https://www.gutenberg.org/ebooks/3076.epub3.images,https://www.gutenberg.org/ebooks/3076.epub.images,https://www.gutenberg.org/ebooks/3076.epub.noimages,https://www.gutenberg.org/ebooks/3076.kf8.images,https://www.gutenberg.org/ebooks/3076.kindle.images,https://www.gutenberg.org/ebooks/3076.kindle.noimages,https://www.gutenberg.org/ebooks/3076.txt.utf-8,https://www.gutenberg.org/cache/epub/3076/pg3076-h.zip,https://www.gutenberg.org/ebooks/3076.rdf,https://www.gutenberg.org/cache/epub/3076/pg3076.cover.small.jpg ; https://www.gutenberg.org/files/3076/3076-0.txt ; https://www.gutenberg.org/cache/epub/3076/pg3076.cover.medium.jpg ; https://www.gutenberg.org/files/3076/3076-h/3076-h.htm ; https://www.gutenberg.org/files/3076/3076-0.zip,1919,['black smoke']
3096,Text,2006-04-06,Beatrice,en,PR,Browsing: Literature; Browsing: Fiction,"Haggard, H. Rider (Henry Rider)",Public domain in the USA.,English fiction ; PR,https://www.gutenberg.org/ebooks/3096.html.images,https://www.gutenberg.org/ebooks/3096.epub3.images,https://www.gutenberg.org/ebooks/3096.epub.images,https://www.gutenberg.org/ebooks/3096.epub.noimages,https://www.gutenberg.org/ebooks/3096.kf8.images,https://www.gutenberg.org/ebooks/3096.kindle.images,https://www.gutenberg.org/ebooks/3096.kindle.noimages,https://www.gutenberg.org/ebooks/3096.txt.utf-8,https://www.gutenberg.org/files/3096/3096-h.zip,https://www.gutenberg.org/ebooks/3096.rdf,https://www.gutenberg.org/files/3096/3096-h/3096-h.htm ; https://www.gutenberg.org/cache/epub/3096/pg3096.cover.small.jpg ; https://www.gutenberg.org/files/3096/3096-0.zip ; https://www.gutenberg.org/cache/epub/3096/pg3096.cover.medium.jpg ; https://www.gutenberg.org/files/3096/3096-0.txt,1753,['heroin']
3101,Text,2004-10-10,Washington Irving,en,PS,Browsing: Biographies; Browsing: History - American; Browsing: Literature,"Warner, Charles Dudley",Public domain in the USA.,"PS ; Authors, American -- 19th century -- Biography ; Irving, Washington, 1783-1859",https://www.gutenberg.org/ebooks/3101.html.images,https://www.gutenberg.org/ebooks/3101.epub3.images,https://www.gutenberg.org/ebooks/3101.epub.images,https://www.gutenberg.org/ebooks/3101.epub.noimages,https://www.gutenberg.org/ebooks/3101.kf8.images,https://www.gutenberg.org/ebooks/3101.kindle.images,https://www.gutenberg.org/ebooks/3101.kindle.noimages,https://www.gutenberg.org/ebooks/3101.txt.utf-8,https://www.gutenberg.org/cache/epub/3101/pg3101-h.zip,https://www.gutenberg.org/ebooks/3101.rdf,https://www.gutenberg.org/cache/epub/3101/pg3101.cover.small.jpg ; https://www.gutenberg.org/files/3101/3101-0.zip ; https://www.gutenberg.org/cache/epub/3101/pg3101.cover.medium.jpg ; https://www.gutenberg.org/files/3101/3101-0.txt ; https://www.gutenberg.org/files/3101/3101-h/3101-h.htm,1788,['heroin']
3102,Text,2004-10-10,Their Pilgrimage,en,PS,Browsing: Literature; Browsing: Travel & Geography; Browsing: Fiction,"Warner, Charles Dudley",Public domain in the USA.,PS ; Atlantic Coast (U.S.) -- Description and travel -- Fiction,https://www.gutenberg.org/ebooks/3102.html.images,https://www.gutenberg.org/ebooks/3102.epub3.images,https://www.gutenberg.org/ebooks/3102.epub.images,https://www.gutenberg.org/ebooks/3102.epub.noimages,https://www.gutenberg.org/ebooks/3102.kf8.images,https://www.gutenberg.org/ebooks/3102.kindle.images,https://www.gutenberg.org/ebooks/3102.kindle.noimages,https://www.gutenberg.org/ebooks/3102.txt.utf-8,https://www.gutenberg.org/files/3102/3102-h.zip,https://www.gutenberg.org/ebooks/3102.rdf,https://www.gutenberg.org/cache/epub/3102/pg3102.cover.medium.jpg ; https://www.gutenberg.org/cache/epub/3102/pg3102.cover.small.jpg ; https://www.gutenberg.org/files/3102/3102-0.txt ; https://www.gutenberg.org/files/3102/3102-h/3102-h.htm ; https://www.gutenberg.org/files/3102/3102-0.zip,1838,['heroin']
3103,Text,2004-10-10,A Little Journey in the World,en,PS,Browsing: Literature; Browsing: Fiction,"Warner, Charles Dudley",Public domain in the USA.,PS ; American fiction -- 19th century,https://www.gutenberg.org/ebooks/3103.html.images,https://www.gutenberg.org/ebooks/3103.epub3.images,https://www.gutenberg.org/ebooks/3103.epub.images,https://www.gutenberg.org/ebooks/3103.epub.noimages,https://www.gutenberg.org/ebooks/3103.kf8.images,https://www.gutenberg.org/ebooks/3103.kindle.images,https://www.gutenberg.org/ebooks/3103.kindle.noimages,https://www.gutenberg.org/ebooks/3103.txt.utf-8,https://www.gutenberg.org/cache/epub/3103/pg3103-h.zip,https://www.gutenberg.org/ebooks/3103.rdf,https://www.gutenberg.org/cache/epub/3103/pg3103.cover.small.jpg ; https://www.gutenberg.org/files/3103/3103-h/3103-h.htm ; https://www.gutenberg.org/files/3103/3103-0.zip ; https://www.gutenberg.org/cache/epub/3103/pg3103.cover.medium.jpg ; https://www.gutenberg.org/files/3103/3103-0.txt,1870,"['heroin', 'opium']"
3104,Text,2004-10-10,The Golden House,en,PS,Browsing: Literature; Browsing: Fiction,"Warner, Charles Dudley",Public domain in the USA.,PS ; American fiction -- 19th century,https://www.gutenberg.org/ebooks/3104.html.images,https://www.gutenberg.org/ebooks/3104.epub3.images,https://www.gutenberg.org/ebooks/3104.epub.images,https://www.gutenberg.org/ebooks/3104.epub.noimages,https://www.gutenberg.org/ebooks/3104.kf8.images,https://www.gutenberg.org/ebooks/3104.kindle.images,https://www.gutenberg.org/ebooks/3104.kindle.noimages,https://www.gutenberg.org/ebooks/3104.txt.utf-8,https://www.gutenberg.org/files/3104/3104-h.zip,https://www.gutenberg.org/ebooks/3104.rdf,https://www.gutenberg.org/cache/epub/3104/pg3104.cover.small.jpg ; https://www.gutenberg.org/cache/epub/3104/pg3104.cover.medium.jpg ; https://www.gutenberg.org/files/3104/3104-0.zip ; https://www.gutenberg.org/files/3104/3104-h/3104-h.htm ; https://www.gutenberg.org/files/3104/3104-0.txt,1870,['heroin']
3105,Text,2004-10-10,That Fortune,en,PS,Browsing: History - American; Browsing: Literature; Browsing: Fiction,"Warner, Charles Dudley",Public domain in the USA.,PS ; American fiction -- 19th century,https://www.gutenberg.org/ebooks/3105.html.images,https://www.gutenberg.org/ebooks/3105.epub3.images,https://www.gutenberg.org/ebooks/3105.epub.images,https://www.gutenberg.org/ebooks/3105.epub.noimages,https://www.gutenberg.org/ebooks/3105.kf8.images,https://www.gutenberg.org/ebooks/3105.kindle.images,https://www.gutenberg.org/ebooks/3105.kindle.noimages,https://www.gutenberg.org/ebooks/3105.txt.utf-8,https://www.gutenberg.org/files/3105/3105-h.zip,https://www.gutenberg.org/ebooks/3105.rdf,https://www.gutenberg.org/files/3105/3105-0.txt ; https://www.gutenberg.org/cache/epub/3105/pg3105.cover.medium.jpg ; https://www.gutenberg.org/files/3105/3105-h/3105-h.htm ; https://www.gutenberg.org/files/3105/3105-0.zip ; https://www.gutenberg.org/cache/epub/3105/pg3105.cover.small.jpg,1791,['heroin']
3106,Text,2004-12-05,As We Were Saying,en,PS,Browsing: Literature,"Warner, Charles Dudley",Public domain in the USA.,PS ; Essays,https://www.gutenberg.org/ebooks/3106.html.images,https://www.gutenberg.org/ebooks/3106.epub3.images,https://www.gutenberg.org/ebooks/3106.epub.images,https://www.gutenberg.org/ebooks/3106.epub.noimages,https://www.gutenberg.org/ebooks/3106.kf8.images,https://www.gutenberg.org/ebooks/3106.kindle.images,https://www.gutenberg.org/ebooks/3106.kindle.noimages,https://www.gutenberg.org/ebooks/3106.txt.utf-8,https://www.gutenberg.org/cache/epub/3106/pg3106-h.zip,https://www.gutenberg.org/ebooks/3106.rdf,https://www.gutenberg.org/ebooks/3106.html.noimages ; https://www.gutenberg.org/files/3106/3106.txt ; https://www.gutenberg.org/cache/epub/3106/pg3106.cover.small.jpg ; https://www.gutenberg.org/cache/epub/3106/pg3106.cover.medium.jpg ; https://www.gutenberg.org/files/3106/3106.zip,1870,"['heroin', 'narcotic']"
